Sure,OptionOne,OptionTwo,Risk,Risk2,AmbiguityBarH,Ambiguity,SureXPos,RiskXPos,OptionOneXPos,OptionTwoXPos,RiskX,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instruct_text_1.started,instruct_text_1.stopped,instruct_text_2.started,instruct_text_2.stopped,instruct_text_3.started,instruct_text_3.stopped,instruct_text_4.started,instruct_text_4.stopped,tut_sure.started,tut_sure.stopped,Tutbackdrop.started,Tutbackdrop.stopped,instruct_text_5.started,instruct_text_5.stopped,instruct_text_6.started,instruct_text_6.stopped,Tutbackdrop_2.started,Tutbackdrop_2.stopped,instruct_text_7.started,instruct_text_7.stopped,instruct_text_8.started,instruct_text_8.stopped,TutArrowTop.started,TutArrowTop.stopped,TutArrowBottom.started,TutArrowBottom.stopped,Tutbackdrop_3.started,Tutbackdrop_3.stopped,instruct_text_9.started,instruct_text_9.stopped,instruct_text_10.started,instruct_text_10.stopped,TutArrowTop_2.started,TutArrowTop_2.stopped,TutArrowBottom_2.started,TutArrowBottom_2.stopped,Tutbackdrop_5.started,Tutbackdrop_5.stopped,instruct_text_11.started,instruct_text_11.stopped,instruct_text_12.started,instruct_text_12.stopped,TutArrowTop_3.started,TutArrowTop_3.stopped,instruct_text_13.started,instruct_text_13.stopped,instruct_text_14.started,instruct_text_14.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Red_Square.started,Red_Square.stopped,Blue_Square.started,Blue_Square.stopped,sure.started,sure.stopped,or_text.started,or_text.stopped,Option_One.started,Option_One.stopped,Option_Two.started,Option_Two.stopped,Risk_Text_Top.started,Risk_Text_Top.stopped,Risk_Text_Bottom.started,Risk_Text_Bottom.stopped,Ambiguity_Bar.started,Ambiguity_Bar.stopped,participant,date,expName,psychopyVersion,frameRate,
-20,-20,0,25,75,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,10,10,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.41117839998332784,82.88290979998419,None,82.88290979998419,None,82.88290979998419,None,82.88290979998419,None,82.88290979998419,None,82.88290979998419,None,82.88290979998419,None,82.88290979998419,None,82.88290979998419,None,82.88290979998419,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-125,-125,0,75,25,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,11,11,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.3853852999745868,83.38078820001101,None,83.38078820001101,None,83.38078820001101,None,83.38078820001101,None,83.38078820001101,None,83.38078820001101,None,83.38078820001101,None,83.38078820001101,None,83.38078820001101,None,83.38078820001101,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
5,5,0,25,75,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.42118399997707456,83.83952750003664,None,83.83952750003664,None,83.83952750003664,None,83.83952750003664,None,83.83952750003664,None,83.83952750003664,None,83.83952750003664,None,83.83952750003664,None,83.83952750003664,None,83.83952750003664,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-5,-5,0,50,50,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,13,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.3737890999764204,84.35077820002334,None,84.35077820002334,None,84.35077820002334,None,84.35077820002334,None,84.35077820002334,None,84.35077820002334,None,84.35077820002334,None,84.35077820002334,None,84.35077820002334,None,84.35077820002334,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
8,8,0,38,62,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,14,14,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.37878979998640716,84.8450219000224,None,84.8450219000224,None,84.8450219000224,None,84.8450219000224,None,84.8450219000224,None,84.8450219000224,None,84.8450219000224,None,84.8450219000224,None,84.8450219000224,None,84.8450219000224,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
8,8,0,38,38,0.156,24,0.5,-0.5,-0.5,-0.5,-0.5,0,15,15,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.4017015999997966,85.31254379998427,None,85.31254379998427,None,85.31254379998427,None,85.31254379998427,None,85.31254379998427,None,85.31254379998427,None,85.31254379998427,None,85.31254379998427,None,85.31254379998427,None,85.31254379998427,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
50,50,0,13,87,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,16,16,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.3592683000024408,85.80256460001692,None,85.80256460001692,None,85.80256460001692,None,85.80256460001692,None,85.80256460001692,None,85.80256460001692,None,85.80256460001692,None,85.80256460001692,None,85.80256460001692,None,85.80256460001692,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
20,20,0,38,62,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,17,17,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.38935419998597354,86.24863460002234,None,86.24863460002234,None,86.24863460002234,None,86.24863460002234,None,86.24863460002234,None,86.24863460002234,None,86.24863460002234,None,86.24863460002234,None,86.24863460002234,None,86.24863460002234,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
50,50,0,38,38,0.156,24,-0.5,0.5,0.5,0.5,0.5,0,18,18,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.3405015000025742,86.74466329999268,None,86.74466329999268,None,86.74466329999268,None,86.74466329999268,None,86.74466329999268,None,86.74466329999268,None,86.74466329999268,None,86.74466329999268,None,86.74466329999268,None,86.74466329999268,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-50,-50,0,25,75,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,19,19,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.4205680000013672,87.17991230002372,None,87.17991230002372,None,87.17991230002372,None,87.17991230002372,None,87.17991230002372,None,87.17991230002372,None,87.17991230002372,None,87.17991230002372,None,87.17991230002372,None,87.17991230002372,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-8,-8,0,25,75,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,20,20,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.31440370000200346,87.66798329999438,None,87.66798329999438,None,87.66798329999438,None,87.66798329999438,None,87.66798329999438,None,87.66798329999438,None,87.66798329999438,None,87.66798329999438,None,87.66798329999438,None,87.66798329999438,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
8,8,0,75,25,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,21,21,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.32542670000111684,88.0576947000227,None,88.0576947000227,None,88.0576947000227,None,88.0576947000227,None,88.0576947000227,None,88.0576947000227,None,88.0576947000227,None,88.0576947000227,None,88.0576947000227,None,88.0576947000227,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
20,20,0,13,13,0.481,74,-0.5,0.5,0.5,0.5,0.5,0,22,22,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.3380142000387423,88.46979440003633,None,88.46979440003633,None,88.46979440003633,None,88.46979440003633,None,88.46979440003633,None,88.46979440003633,None,88.46979440003633,None,88.46979440003633,None,88.46979440003633,None,88.46979440003633,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-50,-50,0,13,13,0.481,74,-0.5,0.5,0.5,0.5,0.5,0,23,23,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.31547329999739304,88.90444469999056,None,88.90444469999056,None,88.90444469999056,None,88.90444469999056,None,88.90444469999056,None,88.90444469999056,None,88.90444469999056,None,88.90444469999056,None,88.90444469999056,None,88.90444469999056,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-50,-50,0,25,25,0.325,50,-0.5,0.5,0.5,0.5,0.5,0,24,24,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.3793434000108391,89.31167890003417,None,89.31167890003417,None,89.31167890003417,None,89.31167890003417,None,89.31167890003417,None,89.31167890003417,None,89.31167890003417,None,89.31167890003417,None,89.31167890003417,None,89.31167890003417,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-8,-8,0,25,75,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,25,25,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.31766329996753484,89.77477060002275,None,89.77477060002275,None,89.77477060002275,None,89.77477060002275,None,89.77477060002275,None,89.77477060002275,None,89.77477060002275,None,89.77477060002275,None,89.77477060002275,None,89.77477060002275,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
8,8,0,38,62,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,26,26,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.30992410000180826,90.17674900003476,None,90.17674900003476,None,90.17674900003476,None,90.17674900003476,None,90.17674900003476,None,90.17674900003476,None,90.17674900003476,None,90.17674900003476,None,90.17674900003476,None,90.17674900003476,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
5,5,0,25,25,0.325,50,0.5,-0.5,-0.5,-0.5,-0.5,0,27,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.28048780001699924,90.60244079999393,None,90.60244079999393,None,90.60244079999393,None,90.60244079999393,None,90.60244079999393,None,90.60244079999393,None,90.60244079999393,None,90.60244079999393,None,90.60244079999393,None,90.60244079999393,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-20,-20,0,38,38,0.156,24,0.5,-0.5,-0.5,-0.5,-0.5,0,28,28,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.3220716000068933,90.97145690000616,None,90.97145690000616,None,90.97145690000616,None,90.97145690000616,None,90.97145690000616,None,90.97145690000616,None,90.97145690000616,None,90.97145690000616,None,90.97145690000616,None,90.97145690000616,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-5,-5,0,13,87,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,29,29,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.3152179000317119,91.38543720002053,None,91.38543720002053,None,91.38543720002053,None,91.38543720002053,None,91.38543720002053,None,91.38543720002053,None,91.38543720002053,None,91.38543720002053,None,91.38543720002053,None,91.38543720002053,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
20,20,0,38,38,0.156,24,-0.5,0.5,0.5,0.5,0.5,0,30,30,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.3319807999650948,91.7998413000023,None,91.7998413000023,None,91.7998413000023,None,91.7998413000023,None,91.7998413000023,None,91.7998413000023,None,91.7998413000023,None,91.7998413000023,None,91.7998413000023,None,91.7998413000023,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-8,-8,0,13,13,0.481,74,0.5,-0.5,-0.5,-0.5,-0.5,0,31,31,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.34198929998092353,92.21527159999823,None,92.21527159999823,None,92.21527159999823,None,92.21527159999823,None,92.21527159999823,None,92.21527159999823,None,92.21527159999823,None,92.21527159999823,None,92.21527159999823,None,92.21527159999823,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-5,-5,0,38,62,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,32,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.31738550000591204,92.6471906999941,None,92.6471906999941,None,92.6471906999941,None,92.6471906999941,None,92.6471906999941,None,92.6471906999941,None,92.6471906999941,None,92.6471906999941,None,92.6471906999941,None,92.6471906999941,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-20,-20,0,75,25,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,33,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.32888949994230643,93.05064149998361,None,93.05064149998361,None,93.05064149998361,None,93.05064149998361,None,93.05064149998361,None,93.05064149998361,None,93.05064149998361,None,93.05064149998361,None,93.05064149998361,None,93.05064149998361,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-50,-50,0,13,87,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,34,34,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.28187220002291724,93.47592920000898,None,93.47592920000898,None,93.47592920000898,None,93.47592920000898,None,93.47592920000898,None,93.47592920000898,None,93.47592920000898,None,93.47592920000898,None,93.47592920000898,None,93.47592920000898,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
20,20,0,75,25,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,35,35,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.28035769995767623,93.84318700002041,None,93.84318700002041,None,93.84318700002041,None,93.84318700002041,None,93.84318700002041,None,93.84318700002041,None,93.84318700002041,None,93.84318700002041,None,93.84318700002041,None,93.84318700002041,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-125,-125,0,38,62,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,36,36,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.22236339998198673,94.24518730002455,None,94.24518730002455,None,94.24518730002455,None,94.24518730002455,None,94.24518730002455,None,94.24518730002455,None,94.24518730002455,None,94.24518730002455,None,94.24518730002455,None,94.24518730002455,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-50,-50,0,13,87,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,37,37,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.24078930000541732,94.57167929998832,None,94.57167929998832,None,94.57167929998832,None,94.57167929998832,None,94.57167929998832,None,94.57167929998832,None,94.57167929998832,None,94.57167929998832,None,94.57167929998832,None,94.57167929998832,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
50,50,0,75,25,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,38,38,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.30155550001654774,94.89583649998531,None,94.89583649998531,None,94.89583649998531,None,94.89583649998531,None,94.89583649998531,None,94.89583649998531,None,94.89583649998531,None,94.89583649998531,None,94.89583649998531,None,94.89583649998531,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
20,20,0,25,25,0.325,50,-0.5,0.5,0.5,0.5,0.5,0,39,39,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.2650508999940939,95.27654829999665,None,95.27654829999665,None,95.27654829999665,None,95.27654829999665,None,95.27654829999665,None,95.27654829999665,None,95.27654829999665,None,95.27654829999665,None,95.27654829999665,None,95.27654829999665,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-125,-125,0,25,25,0.325,50,0.5,-0.5,-0.5,-0.5,-0.5,0,40,40,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.2739861999871209,95.66192210000008,None,95.66192210000008,None,95.66192210000008,None,95.66192210000008,None,95.66192210000008,None,95.66192210000008,None,95.66192210000008,None,95.66192210000008,None,95.66192210000008,None,95.66192210000008,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-5,-5,0,75,25,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,41,41,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.2648658999823965,96.0591657999903,None,96.0591657999903,None,96.0591657999903,None,96.0591657999903,None,96.0591657999903,None,96.0591657999903,None,96.0591657999903,None,96.0591657999903,None,96.0591657999903,None,96.0591657999903,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
5,5,0,13,87,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,42,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.2841554999467917,96.4137052000151,None,96.4137052000151,None,96.4137052000151,None,96.4137052000151,None,96.4137052000151,None,96.4137052000151,None,96.4137052000151,None,96.4137052000151,None,96.4137052000151,None,96.4137052000151,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-50,-50,0,75,25,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,43,43,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.28883289999794215,96.74781410000287,None,96.74781410000287,None,96.74781410000287,None,96.74781410000287,None,96.74781410000287,None,96.74781410000287,None,96.74781410000287,None,96.74781410000287,None,96.74781410000287,None,96.74781410000287,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-5,-5,0,13,13,0.481,74,0.5,-0.5,-0.5,-0.5,-0.5,0,44,44,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.2818900999845937,97.13560199999483,None,97.13560199999483,None,97.13560199999483,None,97.13560199999483,None,97.13560199999483,None,97.13560199999483,None,97.13560199999483,None,97.13560199999483,None,97.13560199999483,None,97.13560199999483,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-125,-125,0,13,87,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,45,45,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.18721110001206398,97.52023259998532,None,97.52023259998532,None,97.52023259998532,None,97.52023259998532,None,97.52023259998532,None,97.52023259998532,None,97.52023259998532,None,97.52023259998532,None,97.52023259998532,None,97.52023259998532,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
-5,-5,0,38,38,0.156,24,-0.5,0.5,0.5,0.5,0.5,0,46,46,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.24788290000287816,97.80222040001536,None,97.80222040001536,None,97.80222040001536,None,97.80222040001536,None,97.80222040001536,None,97.80222040001536,None,97.80222040001536,None,97.80222040001536,None,97.80222040001536,None,97.80222040001536,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
50,50,0,25,25,0.325,50,0.5,-0.5,-0.5,-0.5,-0.5,0,47,47,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.15204369998537004,98.16024830000242,None,98.16024830000242,None,98.16024830000242,None,98.16024830000242,None,98.16024830000242,None,98.16024830000242,None,98.16024830000242,None,98.16024830000242,None,98.16024830000242,None,98.16024830000242,None,,2020_Apr_12_2022,Tymula Experiment,3.2.3,59.84848755089255,
