trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Sure,OptionOne,OptionTwo,Risk,Risk2,AmbiguityBarH,Ambiguity,SureXPos,RiskXPos,OptionOneXPos,OptionTwoXPos,RiskX,instruct_text_1.started,instruct_text_1.stopped,instruct_text_2.started,instruct_text_2.stopped,instruct_text_3.started,instruct_text_3.stopped,instruct_text_4.started,instruct_text_4.stopped,tut_sure.started,tut_sure.stopped,Tutbackdrop.started,Tutbackdrop.stopped,instruct_text_5.started,instruct_text_5.stopped,instruct_text_6.started,instruct_text_6.stopped,Tutbackdrop_2.started,Tutbackdrop_2.stopped,instruct_text_7.started,instruct_text_7.stopped,instruct_text_8.started,instruct_text_8.stopped,TutArrowTop.started,TutArrowTop.stopped,TutArrowBottom.started,TutArrowBottom.stopped,Tutbackdrop_3.started,Tutbackdrop_3.stopped,instruct_text_9.started,instruct_text_9.stopped,instruct_text_10.started,instruct_text_10.stopped,TutArrowTop_2.started,TutArrowTop_2.stopped,TutArrowBottom_2.started,TutArrowBottom_2.stopped,Tutbackdrop_5.started,Tutbackdrop_5.stopped,instruct_text_11.started,instruct_text_11.stopped,instruct_text_12.started,instruct_text_12.stopped,TutArrowTop_3.started,TutArrowTop_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,instruct_text_13.started,instruct_text_13.stopped,instruct_text_14.started,instruct_text_14.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,14.698051799998211,None,14.698051799998211,None,16.180182299998705,None,16.180182299998705,None,16.180182299998705,None,17.261327200001688,None,17.261327200001688,None,17.261327200001688,None,18.21140820000437,None,18.21140820000437,None,18.21140820000437,None,18.21140820000437,None,18.21140820000437,None,18.732685100003437,None,18.732685100003437,None,18.732685100003437,None,18.732685100003437,None,18.732685100003437,None,19.3437447000033,None,19.3437447000033,None,19.3437447000033,None,19.3437447000033,None,space,4.445670399996743,20.38736870000139,None,,,,,,,,,,2020_Jun_24_0910,Tymula Experiment,3.2.3,60.04238992678538,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.905418599999393,None,19.905418599999393,None,24.854567200003657,None,24.854567200003657,None,,,,,,
