trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Sure,OptionOne,OptionTwo,Risk,Risk2,AmbiguityBarH,Ambiguity,SureXPos,RiskXPos,OptionOneXPos,OptionTwoXPos,RiskX,instruct_text_1.started,instruct_text_1.stopped,instruct_text_2.started,instruct_text_2.stopped,instruct_text_3.started,instruct_text_3.stopped,instruct_text_4.started,instruct_text_4.stopped,tut_sure.started,tut_sure.stopped,Tutbackdrop.started,Tutbackdrop.stopped,instruct_text_5.started,instruct_text_5.stopped,instruct_text_6.started,instruct_text_6.stopped,Tutbackdrop_2.started,Tutbackdrop_2.stopped,instruct_text_7.started,instruct_text_7.stopped,instruct_text_8.started,instruct_text_8.stopped,TutArrowTop.started,TutArrowTop.stopped,TutArrowBottom.started,TutArrowBottom.stopped,Tutbackdrop_3.started,Tutbackdrop_3.stopped,instruct_text_9.started,instruct_text_9.stopped,instruct_text_10.started,instruct_text_10.stopped,TutArrowTop_2.started,TutArrowTop_2.stopped,TutArrowBottom_2.started,TutArrowBottom_2.stopped,Tutbackdrop_5.started,Tutbackdrop_5.stopped,instruct_text_11.started,instruct_text_11.stopped,instruct_text_12.started,instruct_text_12.stopped,TutArrowTop_3.started,TutArrowTop_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,instruct_text_13.started,instruct_text_13.stopped,instruct_text_14.started,instruct_text_14.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,44.878387999982806,None,44.878387999982806,None,47.59692969999742,None,47.59692969999742,None,47.59692969999742,None,48.891325700009475,None,48.891325700009475,None,48.891325700009475,None,49.879635299992515,None,49.879635299992515,None,49.879635299992515,None,49.879635299992515,None,49.879635299992515,None,50.81030240000109,None,50.81030240000109,None,50.81030240000109,None,50.81030240000109,None,50.81030240000109,None,51.59071309998399,None,51.59071309998399,None,51.59071309998399,None,51.59071309998399,None,space,0.3669211000087671,53.321407699986594,None,,,,,,,,,possum,2020_Jun_23_1004,Tymula Experiment,3.2.3,60.04887978984144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.83963109998149,None,52.83963109998149,None,53.70699800000875,None,53.70699800000875,None,,,,,,
