Sure,OptionOne,OptionTwo,Risk,Risk2,AmbiguityBarH,Ambiguity,SureXPos,RiskXPos,OptionOneXPos,OptionTwoXPos,RiskX,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instruct_text_1.started,instruct_text_1.stopped,instruct_text_2.started,instruct_text_2.stopped,instruct_text_3.started,instruct_text_3.stopped,instruct_text_4.started,instruct_text_4.stopped,tut_sure.started,tut_sure.stopped,Tutbackdrop.started,Tutbackdrop.stopped,instruct_text_5.started,instruct_text_5.stopped,instruct_text_6.started,instruct_text_6.stopped,Tutbackdrop_2.started,Tutbackdrop_2.stopped,instruct_text_7.started,instruct_text_7.stopped,instruct_text_8.started,instruct_text_8.stopped,TutArrowTop.started,TutArrowTop.stopped,TutArrowBottom.started,TutArrowBottom.stopped,Tutbackdrop_3.started,Tutbackdrop_3.stopped,instruct_text_9.started,instruct_text_9.stopped,instruct_text_10.started,instruct_text_10.stopped,TutArrowTop_2.started,TutArrowTop_2.stopped,TutArrowBottom_2.started,TutArrowBottom_2.stopped,Tutbackdrop_5.started,Tutbackdrop_5.stopped,instruct_text_11.started,instruct_text_11.stopped,instruct_text_12.started,instruct_text_12.stopped,TutArrowTop_3.started,TutArrowTop_3.stopped,instruct_text_13.started,instruct_text_13.stopped,instruct_text_14.started,instruct_text_14.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Red_Square.started,Red_Square.stopped,Blue_Square.started,Blue_Square.stopped,sure.started,sure.stopped,or_text.started,or_text.stopped,Option_One.started,Option_One.stopped,Option_Two.started,Option_Two.stopped,Risk_Text_Top.started,Risk_Text_Top.stopped,Risk_Text_Bottom.started,Risk_Text_Bottom.stopped,Ambiguity_Bar.started,Ambiguity_Bar.stopped,endscreen_text.started,endscreen_text.stopped,participant,date,expName,psychopyVersion,frameRate,
20,20,0,50,50,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,32,32,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.15336739999474958,33.01537159999134,None,33.01537159999134,None,33.01537159999134,None,33.01537159999134,None,33.01537159999134,None,33.01537159999134,None,33.01537159999134,None,33.01537159999134,None,33.01537159999134,None,33.01537159999134,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
5,5,0,13,13,0.481,74,0.5,-0.5,-0.5,-0.5,-0.5,0,33,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.2207885000098031,33.25826770000276,None,33.25826770000276,None,33.25826770000276,None,33.25826770000276,None,33.25826770000276,None,33.25826770000276,None,33.25826770000276,None,33.25826770000276,None,33.25826770000276,None,33.25826770000276,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
20,20,0,38,38,0.156,24,0.5,-0.5,-0.5,-0.5,-0.5,0,34,34,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.08163109997985885,33.57009069999913,None,33.57009069999913,None,33.57009069999913,None,33.57009069999913,None,33.57009069999913,None,33.57009069999913,None,33.57009069999913,None,33.57009069999913,None,33.57009069999913,None,33.57009069999913,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-50,-50,0,50,50,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,35,35,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.19308840000303462,33.748624700005166,None,33.748624700005166,None,33.748624700005166,None,33.748624700005166,None,33.748624700005166,None,33.748624700005166,None,33.748624700005166,None,33.748624700005166,None,33.748624700005166,None,33.748624700005166,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
50,50,0,25,75,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,36,36,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.08168560001649894,34.02420740001253,None,34.02420740001253,None,34.02420740001253,None,34.02420740001253,None,34.02420740001253,None,34.02420740001253,None,34.02420740001253,None,34.02420740001253,None,34.02420740001253,None,34.02420740001253,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
5,5,0,13,87,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,37,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.19276759997592308,34.16493719999562,None,34.16493719999562,None,34.16493719999562,None,34.16493719999562,None,34.16493719999562,None,34.16493719999562,None,34.16493719999562,None,34.16493719999562,None,34.16493719999562,None,34.16493719999562,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-125,-125,0,25,75,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,38,38,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.10092749999603257,34.434774099994684,None,34.434774099994684,None,34.434774099994684,None,34.434774099994684,None,34.434774099994684,None,34.434774099994684,None,34.434774099994684,None,34.434774099994684,None,34.434774099994684,None,34.434774099994684,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
50,50,0,38,62,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,39,39,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.1842107999837026,34.599812000000384,None,34.599812000000384,None,34.599812000000384,None,34.599812000000384,None,34.599812000000384,None,34.599812000000384,None,34.599812000000384,None,34.599812000000384,None,34.599812000000384,None,34.599812000000384,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
50,50,0,50,50,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,40,40,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.12211180001031607,34.8743519000127,None,34.8743519000127,None,34.8743519000127,None,34.8743519000127,None,34.8743519000127,None,34.8743519000127,None,34.8743519000127,None,34.8743519000127,None,34.8743519000127,None,34.8743519000127,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
125,125,0,13,87,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,41,41,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.11418850001064129,35.101550999999745,None,35.101550999999745,None,35.101550999999745,None,35.101550999999745,None,35.101550999999745,None,35.101550999999745,None,35.101550999999745,None,35.101550999999745,None,35.101550999999745,None,35.101550999999745,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-50,-50,0,13,13,0.481,74,0.5,-0.5,-0.5,-0.5,-0.5,0,42,42,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.21716319999541156,35.28073490000679,None,35.28073490000679,None,35.28073490000679,None,35.28073490000679,None,35.28073490000679,None,35.28073490000679,None,35.28073490000679,None,35.28073490000679,None,35.28073490000679,None,35.28073490000679,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-125,-125,0,38,38,0.156,24,-0.5,0.5,0.5,0.5,0.5,0,43,43,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.13057110001682304,35.571240199991735,None,35.571240199991735,None,35.571240199991735,None,35.571240199991735,None,35.571240199991735,None,35.571240199991735,None,35.571240199991735,None,35.571240199991735,None,35.571240199991735,None,35.571240199991735,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-5,-5,0,38,38,0.156,24,-0.5,0.5,0.5,0.5,0.5,0,44,44,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.21497100000851788,35.765846900001634,None,35.765846900001634,None,35.765846900001634,None,35.765846900001634,None,35.765846900001634,None,35.765846900001634,None,35.765846900001634,None,35.765846900001634,None,35.765846900001634,None,35.765846900001634,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-8,-8,0,25,75,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,45,45,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.060396999993827194,36.08885040000314,None,36.08885040000314,None,36.08885040000314,None,36.08885040000314,None,36.08885040000314,None,36.08885040000314,None,36.08885040000314,None,36.08885040000314,None,36.08885040000314,None,36.08885040000314,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-5,-5,0,13,87,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,46,46,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0990616999915801,36.24461960000917,None,36.24461960000917,None,36.24461960000917,None,36.24461960000917,None,36.24461960000917,None,36.24461960000917,None,36.24461960000917,None,36.24461960000917,None,36.24461960000917,None,36.24461960000917,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
20,20,0,13,13,0.481,74,-0.5,0.5,0.5,0.5,0.5,0,47,47,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.1425038000161294,36.424402500008,None,36.424402500008,None,36.424402500008,None,36.424402500008,None,36.424402500008,None,36.424402500008,None,36.424402500008,None,36.424402500008,None,36.424402500008,None,36.424402500008,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-50,-50,0,25,75,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,48,48,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.11585959998774342,36.63673570001265,None,36.63673570001265,None,36.63673570001265,None,36.63673570001265,None,36.63673570001265,None,36.63673570001265,None,36.63673570001265,None,36.63673570001265,None,36.63673570001265,None,36.63673570001265,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
50,50,0,50,50,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,49,49,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.21835820001433603,36.841600299987476,None,36.841600299987476,None,36.841600299987476,None,36.841600299987476,None,36.841600299987476,None,36.841600299987476,None,36.841600299987476,None,36.841600299987476,None,36.841600299987476,None,36.841600299987476,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-8,-8,0,25,75,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,50,50,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.11334179999539629,37.17474439999205,None,37.17474439999205,None,37.17474439999205,None,37.17474439999205,None,37.17474439999205,None,37.17474439999205,None,37.17474439999205,None,37.17474439999205,None,37.17474439999205,None,37.17474439999205,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
50,50,0,38,62,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,51,51,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.024196600017603487,37.344487099995604,None,37.344487099995604,None,37.344487099995604,None,37.344487099995604,None,37.344487099995604,None,37.344487099995604,None,37.344487099995604,None,37.344487099995604,None,37.344487099995604,None,37.344487099995604,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-5,-5,0,38,62,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,52,52,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.1259394000226166,37.422609100001864,None,37.422609100001864,None,37.422609100001864,None,37.422609100001864,None,37.422609100001864,None,37.422609100001864,None,37.422609100001864,None,37.422609100001864,None,37.422609100001864,None,37.422609100001864,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-20,-20,0,38,62,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,53,53,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.1478036000044085,37.66101320000598,None,37.66101320000598,None,37.66101320000598,None,37.66101320000598,None,37.66101320000598,None,37.66101320000598,None,37.66101320000598,None,37.66101320000598,None,37.66101320000598,None,37.66101320000598,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-8,-8,0,13,87,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,54,54,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.10758260000147857,37.891824699996505,None,37.891824699996505,None,37.891824699996505,None,37.891824699996505,None,37.891824699996505,None,37.891824699996505,None,37.891824699996505,None,37.891824699996505,None,37.891824699996505,None,37.891824699996505,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
8,8,0,38,62,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,55,55,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.1643708999908995,38.044314500002656,None,38.044314500002656,None,38.044314500002656,None,38.044314500002656,None,38.044314500002656,None,38.044314500002656,None,38.044314500002656,None,38.044314500002656,None,38.044314500002656,None,38.044314500002656,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
125,125,0,13,87,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,56,56,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.16372499999124557,38.27259879998746,None,38.27259879998746,None,38.27259879998746,None,38.27259879998746,None,38.27259879998746,None,38.27259879998746,None,38.27259879998746,None,38.27259879998746,None,38.27259879998746,None,38.27259879998746,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
125,125,0,25,25,0.325,50,-0.5,0.5,0.5,0.5,0.5,0,57,57,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.1752983999904245,38.48749279999174,None,38.48749279999174,None,38.48749279999174,None,38.48749279999174,None,38.48749279999174,None,38.48749279999174,None,38.48749279999174,None,38.48749279999174,None,38.48749279999174,None,38.48749279999174,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-50,-50,0,75,25,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,58,58,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.09315490000881255,38.72645710001234,None,38.72645710001234,None,38.72645710001234,None,38.72645710001234,None,38.72645710001234,None,38.72645710001234,None,38.72645710001234,None,38.72645710001234,None,38.72645710001234,None,38.72645710001234,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
20,20,0,50,50,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,59,59,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.16764080000575632,38.875476999994135,None,38.875476999994135,None,38.875476999994135,None,38.875476999994135,None,38.875476999994135,None,38.875476999994135,None,38.875476999994135,None,38.875476999994135,None,38.875476999994135,None,38.875476999994135,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
125,125,0,25,25,0.325,50,0.5,-0.5,-0.5,-0.5,-0.5,0,60,60,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.11115919999429025,39.10344320000149,None,39.10344320000149,None,39.10344320000149,None,39.10344320000149,None,39.10344320000149,None,39.10344320000149,None,39.10344320000149,None,39.10344320000149,None,39.10344320000149,None,39.10344320000149,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-50,-50,0,13,87,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,61,61,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.1610213000094518,39.28004099999089,None,39.28004099999089,None,39.28004099999089,None,39.28004099999089,None,39.28004099999089,None,39.28004099999089,None,39.28004099999089,None,39.28004099999089,None,39.28004099999089,None,39.28004099999089,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
8,8,0,50,50,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,62,62,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.12838639999972656,39.516846999991685,None,39.516846999991685,None,39.516846999991685,None,39.516846999991685,None,39.516846999991685,None,39.516846999991685,None,39.516846999991685,None,39.516846999991685,None,39.516846999991685,None,39.516846999991685,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-20,-20,0,25,75,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,63,63,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.09438550000777468,39.74216900000465,None,39.74216900000465,None,39.74216900000465,None,39.74216900000465,None,39.74216900000465,None,39.74216900000465,None,39.74216900000465,None,39.74216900000465,None,39.74216900000465,None,39.74216900000465,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
5,5,0,38,38,0.156,24,-0.5,0.5,0.5,0.5,0.5,0,64,64,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.29104179999558255,39.88717520001228,None,39.88717520001228,None,39.88717520001228,None,39.88717520001228,None,39.88717520001228,None,39.88717520001228,None,39.88717520001228,None,39.88717520001228,None,39.88717520001228,None,39.88717520001228,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-50,-50,0,38,38,0.156,24,0.5,-0.5,-0.5,-0.5,-0.5,0,65,65,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.030013599985977635,40.2801279000123,None,40.2801279000123,None,40.2801279000123,None,40.2801279000123,None,40.2801279000123,None,40.2801279000123,None,40.2801279000123,None,40.2801279000123,None,40.2801279000123,None,40.2801279000123,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
50,50,0,25,75,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,66,66,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.1535786000022199,40.4147294999857,None,40.4147294999857,None,40.4147294999857,None,40.4147294999857,None,40.4147294999857,None,40.4147294999857,None,40.4147294999857,None,40.4147294999857,None,40.4147294999857,None,40.4147294999857,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
125,125,0,38,62,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,67,67,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.14417569999932311,40.652333700010786,None,40.652333700010786,None,40.652333700010786,None,40.652333700010786,None,40.652333700010786,None,40.652333700010786,None,40.652333700010786,None,40.652333700010786,None,40.652333700010786,None,40.652333700010786,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-20,-20,0,75,25,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,68,68,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.053261299995938316,40.89957000000868,None,40.89957000000868,None,40.89957000000868,None,40.89957000000868,None,40.89957000000868,None,40.89957000000868,None,40.89957000000868,None,40.89957000000868,None,40.89957000000868,None,40.89957000000868,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
5,5,0,25,25,0.325,50,0.5,-0.5,-0.5,-0.5,-0.5,0,69,69,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.32178440000279807,41.00632169999881,None,41.00632169999881,None,41.00632169999881,None,41.00632169999881,None,41.00632169999881,None,41.00632169999881,None,41.00632169999881,None,41.00632169999881,None,41.00632169999881,None,41.00632169999881,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
50,50,0,25,25,0.325,50,0.5,-0.5,-0.5,-0.5,-0.5,0,70,70,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.1367026999942027,41.39319480000995,None,41.39319480000995,None,41.39319480000995,None,41.39319480000995,None,41.39319480000995,None,41.39319480000995,None,41.39319480000995,None,41.39319480000995,None,41.39319480000995,None,41.39319480000995,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-20,-20,0,13,13,0.481,74,-0.5,0.5,0.5,0.5,0.5,0,71,71,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.117355199996382,41.64763990000938,None,41.64763990000938,None,41.64763990000938,None,41.64763990000938,None,41.64763990000938,None,41.64763990000938,None,41.64763990000938,None,41.64763990000938,None,41.64763990000938,None,41.64763990000938,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
20,20,0,75,25,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,72,72,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.05613360001007095,41.854474199994,None,41.854474199994,None,41.854474199994,None,41.854474199994,None,41.854474199994,None,41.854474199994,None,41.854474199994,None,41.854474199994,None,41.854474199994,None,41.854474199994,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
20,20,0,13,87,0.0,0,0.5,-0.5,-0.5,-0.5,-0.5,0,73,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.11651409999467432,42.00722100000712,None,42.00722100000712,None,42.00722100000712,None,42.00722100000712,None,42.00722100000712,None,42.00722100000712,None,42.00722100000712,None,42.00722100000712,None,42.00722100000712,None,42.00722100000712,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
5,5,0,38,62,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,74,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.15798229997744784,42.16863440000452,None,42.16863440000452,None,42.16863440000452,None,42.16863440000452,None,42.16863440000452,None,42.16863440000452,None,42.16863440000452,None,42.16863440000452,None,42.16863440000452,None,42.16863440000452,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
8,8,0,38,62,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,75,75,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.13732270000036806,42.414022000011755,None,42.414022000011755,None,42.414022000011755,None,42.414022000011755,None,42.414022000011755,None,42.414022000011755,None,42.414022000011755,None,42.414022000011755,None,42.414022000011755,None,42.414022000011755,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
20,20,0,38,62,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,76,76,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.15490710001904517,42.629713800008176,None,42.629713800008176,None,42.629713800008176,None,42.629713800008176,None,42.629713800008176,None,42.629713800008176,None,42.629713800008176,None,42.629713800008176,None,42.629713800008176,None,42.629713800008176,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-125,-125,0,13,13,0.481,74,-0.5,0.5,0.5,0.5,0.5,0,77,77,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.08226679998915642,42.88403899999685,None,42.88403899999685,None,42.88403899999685,None,42.88403899999685,None,42.88403899999685,None,42.88403899999685,None,42.88403899999685,None,42.88403899999685,None,42.88403899999685,None,42.88403899999685,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
50,50,0,13,87,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,78,78,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.1718354000186082,43.06003560000681,None,43.06003560000681,None,43.06003560000681,None,43.06003560000681,None,43.06003560000681,None,43.06003560000681,None,43.06003560000681,None,43.06003560000681,None,43.06003560000681,None,43.06003560000681,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
8,8,0,38,38,0.156,24,0.5,-0.5,-0.5,-0.5,-0.5,0,79,79,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.10423840000294149,43.33674540001084,None,43.33674540001084,None,43.33674540001084,None,43.33674540001084,None,43.33674540001084,None,43.33674540001084,None,43.33674540001084,None,43.33674540001084,None,43.33674540001084,None,43.33674540001084,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
8,8,0,13,13,0.481,74,0.5,-0.5,-0.5,-0.5,-0.5,0,80,80,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.21014940002351068,43.4900900000066,None,43.4900900000066,None,43.4900900000066,None,43.4900900000066,None,43.4900900000066,None,43.4900900000066,None,43.4900900000066,None,43.4900900000066,None,43.4900900000066,None,43.4900900000066,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
125,125,0,25,75,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,81,81,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.14667950000148267,43.787481800012756,None,43.787481800012756,None,43.787481800012756,None,43.787481800012756,None,43.787481800012756,None,43.787481800012756,None,43.787481800012756,None,43.787481800012756,None,43.787481800012756,None,43.787481800012756,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-8,-8,0,13,13,0.481,74,-0.5,0.5,0.5,0.5,0.5,0,82,82,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.34589699999196455,44.02183069998864,None,44.02183069998864,None,44.02183069998864,None,44.02183069998864,None,44.02183069998864,None,44.02183069998864,None,44.02183069998864,None,44.02183069998864,None,44.02183069998864,None,44.02183069998864,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
5,5,0,50,50,0.0,0,-0.5,0.5,0.5,0.5,0.5,0,83,83,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.41745889998856,44.461948999989545,None,44.461948999989545,None,44.461948999989545,None,44.461948999989545,None,44.461948999989545,None,44.461948999989545,None,44.461948999989545,None,44.461948999989545,None,44.461948999989545,None,44.461948999989545,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
-125,-125,0,13,13,0.481,74,0.5,-0.5,-0.5,-0.5,-0.5,0,84,84,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.10401609999826178,44.978790299996035,None,44.978790299996035,None,44.978790299996035,None,44.978790299996035,None,44.978790299996035,None,44.978790299996035,None,44.978790299996035,None,44.978790299996035,None,44.978790299996035,None,44.978790299996035,None,,,possum,2020_Jun_23_0832,Tymula Experiment,3.2.3,59.98890205940092,
