instruct_text_1.started,instruct_text_1.stopped,instruct_text_2.started,instruct_text_2.stopped,instruct_text_3.started,instruct_text_3.stopped,instruct_text_4.started,instruct_text_4.stopped,tut_sure.started,tut_sure.stopped,Tutbackdrop.started,Tutbackdrop.stopped,instruct_text_5.started,instruct_text_5.stopped,instruct_text_6.started,instruct_text_6.stopped,Tutbackdrop_2.started,Tutbackdrop_2.stopped,instruct_text_7.started,instruct_text_7.stopped,instruct_text_8.started,instruct_text_8.stopped,TutArrowTop.started,TutArrowTop.stopped,TutArrowBottom.started,TutArrowBottom.stopped,Tutbackdrop_3.started,Tutbackdrop_3.stopped,instruct_text_9.started,instruct_text_9.stopped,instruct_text_10.started,instruct_text_10.stopped,TutArrowTop_2.started,TutArrowTop_2.stopped,TutArrowBottom_2.started,TutArrowBottom_2.stopped,participant,date,expName,psychopyVersion,frameRate,
21.6126540999976,None,21.6126540999976,None,23.023987199994735,None,23.023987199994735,None,23.023987199994735,None,24.294608900032472,None,24.294608900032472,None,24.294608900032472,None,26.927491300040856,None,26.927491300040856,None,26.927491300040856,None,26.927491300040856,None,26.927491300040856,None,29.158746700035408,None,29.158746700035408,None,29.158746700035408,None,29.158746700035408,None,29.158746700035408,None,,,,,,
